id;protocolo;processo;assunto;despacho;data_publicacao;coord_despacho;documento;data_extracao
5f4d82d97e92e0000840e44b;1-20-SP-SAO;1010.2020/0006241-0;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;14/05/2023;;;2023.10.09
5f5f96a249bd25000856fde8;6-20-SP-SAO;1010.2020/0006559-1;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho deferido;09/07/2021;;;2023.10.09
5f5fb39c6277940008ad1998;7-20-SP-SAO;1010.2020/0006787-0;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;28/04/2021;;;2023.10.09
5f5fbc6a160066000813eb46;8-20-SP-SAO;1010.2020/0006558-3;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;09/05/2022;;;2023.10.09
5f610f9c498b2e0008de94ce;9-20-SP-NEW;1010.2020/0007422-1;Certificado de Acessibilidade;Despacho indeferido;23/03/2021;;;2023.10.09
5f62580ce018b90008a28951;10-20-SP-NEW;1010.2020/0007052-8;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;10/05/2021;;;2023.10.09
5f62580ce018b90008a28951;10-20-SP-NEW;1010.2020/0007052-8;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho deferido;04/10/2021;;;2023.10.09
5f6267a0a109fe0008d29a95;12-20-SP-NEW;1010.2020/0007034-0;Cadastro de Sistema Especial de Segurança;Despacho deferido;22/12/2020;;;2023.10.09
5f6274b425e3390008d4b94b;13-20-SP-NEW;1010.2020/0007418-3;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;28/01/2021;;;2023.10.09
5f6274b425e3390008d4b94b;13-20-SP-NEW;1010.2020/0007418-3;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;08/10/2021;;;2023.10.09
5f6274b425e3390008d4b94b;13-20-SP-NEW;1010.2020/0007418-3;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;11/07/2023;;;2023.10.09
5f68cbf42669220008a441fe;16-20-SP-SAO;1010.2020/0006790-0;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;28/06/2021;;;2023.10.09
5f68cbf42669220008a441fe;16-20-SP-SAO;1010.2020/0006790-0;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;28/06/2021;;;2023.10.09
5f68cbf42669220008a441fe;16-20-SP-SAO;1010.2020/0006790-0;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;04/08/2021;;;2023.10.09
5f6a3ecda391710008539ea0;18-20-SP-SAO;1010.2020/0007035-8;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;06/12/2021;;;2023.10.09
5f6a3ecda391710008539ea0;18-20-SP-SAO;1010.2020/0007035-8;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;13/06/2022;;;2023.10.09
5f6a577549e7510008cebe20;19-20-SP-SAO;1010.2020/0006853-1;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;20/12/2022;;;2023.10.09
5f6a588e49e7510008cebe23;20-20-SP-NEW;1010.2020/0007926-6;Certificado de Acessibilidade;Despacho indeferido;25/08/2021;;;2023.10.09
5f6a588e49e7510008cebe23;20-20-SP-NEW;1010.2020/0007926-6;Certificado de Acessibilidade;Despacho indeferido;08/10/2021;;;2023.10.09
5f6a588e49e7510008cebe23;20-20-SP-NEW;1010.2020/0007926-6;Certificado de Acessibilidade;Despacho indeferido;05/08/2022;;;2023.10.09
5f6bb6bb7292770008740042;22-20-SP-SAO;1010.2020/0007037-4;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;14/12/2020;;;2023.10.09
5f7379a242d7500008dcfe74;24-20-SP-SAO;1010.2020/0007370-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;26/10/2021;;;2023.10.09
5f749caf5b56da0008e79cfb;25-20-SP-SAO;1010.2020/0007464-7;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;16/04/2021;;;2023.10.09
5f75cb60073a5d0008e6fb23;27-20-SP-SAO;1010.2020/0007462-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;19/10/2021;;;2023.10.09
5f763a9ccc25c80008d19d22;28-20-SP-SAO;1010.2020/0007706-9;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho deferido;12/07/2021;;;2023.10.09
5f76564bb04d420009112534;29-20-SP-SAO;1010.2020/0007985-1;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;09/03/2021;;;2023.10.09
5f7657a5b04d420009112537;30-20-SP-SAO;1010.2020/0007369-1;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;18/11/2020;;;2023.10.09
5f7af550c5d32f0008bcb259;31-20-SP-NEW;1010.2020/0008080-9;Certificado de Acessibilidade;Despacho indeferido;19/09/2022;;;2023.10.09
5f7b4709df1212000894f5ce;34-20-SP-SAO;1020.2020/0014328-7;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;09/06/2022;;;2023.10.09
5f7b4a5d8ce8e10008c7c89e;35-20-SP-SAO;1010.2020/0007927-4;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;05/05/2021;;;2023.10.09
5f7b4a5d8ce8e10008c7c89e;35-20-SP-SAO;1010.2020/0007927-4;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;10/06/2022;;;2023.10.09
5f7b72f3e034a0000895763d;36-20-SP-NEW;1020.2020/0015999-0;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;29/06/2022;;;2023.10.09
5f7b90fb8489f50008c684e8;37-20-SP-NEW;1010.2020/0008497-9;Certificado de Segurança;Despacho deferido;18/12/2020;;;2023.10.09
5f7c537deea913000815e246;39-20-SP-SAO;1010.2020/0007463-9;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;13/10/2021;;;2023.10.09
5f7c8bbf8371ee00087bab5d;40-20-SP-SAO;1010.2020/0007510-4;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;16/02/2021;;;2023.10.09
5f7df6031d03b700089e4cb9;42-20-SP-SAO;1010.2020/0007703-4;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;17/11/2020;;;2023.10.09
5f7dfa4ab6fe3b000865bd2a;43-20-SP-SAO;1010.2020/0007702-6;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho deferido;20/07/2021;;;2023.10.09
5f7f49fe8547aa0008592d95;45-20-SP-NEW;1010.2020/0008660-2;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;08/06/2022;;;2023.10.09
5f7f50e1ad4f27000831aefe;46-20-SP-NEW;1010.2020/0007569-4;Certificado de Acessibilidade;Despacho deferido;16/02/2023;;;2023.10.09
5f7f761b7d43c7000833ee8b;46-20-SP-SAO;1010.2020/0007720-4;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;05/04/2021;;;2023.10.09
5f7f761b7d43c7000833ee8b;46-20-SP-SAO;1010.2020/0007720-4;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;05/04/2021;;;2023.10.09
5f7f761b7d43c7000833ee8b;46-20-SP-SAO;1010.2020/0007720-4;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;05/04/2021;;;2023.10.09
5f7f81bf17fb0e00083f5df3;47-20-SP-SAO;1010.2020/0008454-5;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho deferido;19/01/2022;;;2023.10.09
5f7fd0740a0e71000826ec9a;48-20-SP-NEW;1020.2020/0015997-3;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;24/06/2022;;;2023.10.09
5f8057910bc53500078d03f8;49-20-SP-SAO;1010.2020/0007568-6;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho deferido;19/01/2022;;;2023.10.09
5f80737e4619fb00083265a9;50-20-SP-SAO;1010.2020/0008082-5;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;02/09/2021;;;2023.10.09
5f8085d9a04f3d000873b83c;52-20-SP-SAO;1010.2020/0007567-8;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;09/02/2021;;;2023.10.09
5f8085d9a04f3d000873b83c;52-20-SP-SAO;1010.2020/0007567-8;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;10/12/2021;;;2023.10.09
5f809b9ca10fa40008467e3f;53-20-SP-SAO;1010.2020/0007931-2;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;04/06/2021;;;2023.10.09
5f80c43e25fe9f0008206e0e;54-20-SP-NEW;1020.2020/0015996-5;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;15/06/2022;;;2023.10.09
5f80d5cf37e35200072da91e;55-20-SP-NEW;1020.2020/0015995-7;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;19/05/2022;;;2023.10.09
5f80e88ca72d15000770838e;56-20-SP-NEW;1020.2020/0015993-0;Alvará de Execução para instalação de Estação Rádio-Base;Despacho deferido;26/02/2021;;;2023.10.09
5f80e88ca72d15000770838e;56-20-SP-NEW;1020.2020/0015993-0;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;26/05/2021;;;2023.10.09
5f86177d29910c0007728e73;59-20-SP-SAO;1010.2020/0008380-8;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho deferido;28/07/2021;;;2023.10.09
5f8617bc29910c0007728e76;60-20-SP-SAO;1010.2020/0007924-0;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho deferido;20/05/2022;;;2023.10.09
5f8617bc29910c0007728e76;60-20-SP-SAO;1010.2020/0007924-0;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho deferido;09/09/2022;;;2023.10.09
5f8637fa9156bb0008e6abba;61-20-SP-NEW;1020.2020/0016003-3;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;29/06/2022;;;2023.10.09
5f864f0983194600089e7c26;62-20-SP-SAO;1010.2020/0007829-4;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;16/04/2021;;;2023.10.09
5f868c35ddb7380009d0455c;63-20-SP-SAO;1010.2020/0008503-7;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;20/04/2021;;;2023.10.09
5f8739a68348fc0008efc7d3;65-20-SP-NEW;1010.2020/0008690-4;Certificado de Acessibilidade;Despacho indeferido;14/01/2022;;;2023.10.09
5f87404e44d566000817d1b4;66-20-SP-NEW;1010.2020/0008651-3;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;15/03/2021;;;2023.10.09
5f87404e44d566000817d1b4;66-20-SP-NEW;1010.2020/0008651-3;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;10/05/2022;;;2023.10.09
5f87932507d83e00089dc55d;68-20-SP-NEW;1010.2020/0008669-6;Alvará de Funcionamento de Local de Reunião;Despacho indeferido;09/02/2021;;;2023.10.09
5f883f019461e80008bef940;69-20-SP-SAO;1020.2020/0014330-9;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;14/10/2022;;;2023.10.09
5f888ad74bd47b0008d05311;74-20-SP-SAO;1010.2020/0007986-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;10/10/2022;;;2023.10.09
5f88943595dbdb0007ee7eb9;75-20-SP-SAO;1010.2020/0007932-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;15/04/2021;;;2023.10.09
5f88943595dbdb0007ee7eb9;75-20-SP-SAO;1010.2020/0007932-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;15/04/2021;;;2023.10.09
5f88a77c883d070008292855;77-20-SP-SAO;1010.2020/0008500-2;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;20/04/2021;;;2023.10.09
5f89a4e2a3f20a0008ce6af6;82-20-SP-SAO;1010.2020/0008496-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;27/06/2022;;;2023.10.09
5f89a4e2a3f20a0008ce6af6;82-20-SP-SAO;1010.2020/0008496-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;17/05/2023;;;2023.10.09
5f89f175e1ea21000861be63;83-20-SP-SAO;1010.2020/0008298-4;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;23/04/2021;;;2023.10.09
5f89f175e1ea21000861be63;83-20-SP-SAO;1010.2020/0008298-4;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;30/07/2021;;;2023.10.09
5f8a0b707430dd00080cbc44;84-20-SP-SAO;1010.2020/0007943-6;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;15/02/2021;;;2023.10.09
5f8a20395fb2a300085542c6;85-20-SP-NEW;1020.2020/0016005-0;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;16/04/2021;;;2023.10.09
5f8a20395fb2a300085542c6;85-20-SP-NEW;1020.2020/0016005-0;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;16/04/2021;;;2023.10.09
5f8a20395fb2a300085542c6;85-20-SP-NEW;1020.2020/0016005-0;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;16/04/2021;;;2023.10.09
5f8dda938d64580008aefed3;86-20-SP-NEW;1010.2020/0007987-8;Cadastro de Sistema Especial de Segurança;Despacho deferido;21/12/2020;;;2023.10.09
5f8dda938d64580008aefed3;86-20-SP-NEW;1010.2020/0007987-8;Cadastro de Sistema Especial de Segurança;Despacho deferido;18/12/2020;;;2023.10.09
5f8dedf861aa040008b27d97;90-20-SP-SAO;1010.2020/0007992-4;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;03/05/2021;;;2023.10.09
5f8deea861aa040008b27d9a;91-20-SP-SAO;1010.2020/0008247-0;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho deferido;19/04/2022;;;2023.10.09
5f8e040d2757f30008b796c7;92-20-SP-SAO;1010.2020/0008070-1;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;04/04/2023;;;2023.10.09
5f8e791db2506600090aa4d8;94-20-SP-SAO;1020.2020/0014282-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;15/02/2021;;;2023.10.09
5f8e791db2506600090aa4d8;94-20-SP-SAO;1020.2020/0014282-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;09/03/2021;;;2023.10.09
5f8e98f4a6b09300083a9e99;95-20-SP-NEW;1010.2020/0008656-4;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;10/05/2022;;;2023.10.09
5f8ee4f32c684f00083f35bd;96-20-SP-SAO;1020.2020/0014313-9;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho indeferido;25/10/2022;;;2023.10.09
5f8f16d3b2fb1900086adfb8;98-20-SP-NEW;1020.2020/0015990-6;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;24/06/2022;;;2023.10.09
5f8f3f44f9363400088958b7;99-20-SP-SAO;1010.2020/0008074-4;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;25/05/2021;;;2023.10.09
5f8f49301104830008a74d29;100-20-SP-NEW;1020.2020/0014893-9;Certificado de Acessibilidade;Despacho indeferido;07/11/2022;;;2023.10.09
5f8f4ceb5f6456000859fb0c;101-20-SP-SAO;1010.2020/0008250-0;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho deferido;15/12/2021;;;2023.10.09
5f8f83b112656c000737a729;104-20-SP-SAO;1010.2020/0008085-0;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;16/06/2021;;;2023.10.09
5f90786d855bb00008b52859;108-20-SP-SAO;1010.2020/0008546-0;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;30/08/2023;;;2023.10.09
5f90a9d596a2fb00088a52cd;110-20-SP-SAO;1020.2020/0014301-5;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;08/06/2022;;;2023.10.09
5f918b95b112d60008e84003;111-20-SP-SAO;1010.2020/0008494-4;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;14/05/2021;;;2023.10.09
5f91b0f505bb2d000887d4a2;112-20-SP-SAO;1020.2020/0014528-0;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho deferido;30/01/2023;;;2023.10.09
5f91e5972a60220008c8b46e;113-20-SP-SAO;1010.2020/0008116-3;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;02/06/2022;;;2023.10.09
5f91f269362d060008604c24;114-20-SP-SAO;1010.2020/0008072-8;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;29/07/2021;;;2023.10.09
5f91f44d362d060008604c27;115-20-SP-SAO;1010.2020/0008086-8;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;18/03/2021;;;2023.10.09
5f92f9738f3ea70008948b5a;116-20-SP-NEW;1010.2020/0008249-6;Cadastro de Sistema Especial de Segurança;Despacho deferido;08/04/2021;;;2023.10.09
5f931a3143faed00072482fb;117-20-SP-SAO;1010.2020/0008087-6;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;01/06/2021;;;2023.10.09
5f932c38d0d5000008bb074a;118-20-SP-SAO;1010.2020/0008299-2;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho deferido;14/12/2022;;;2023.10.09
5f932f7b928571000780df42;119-20-SP-SAO;1010.2020/0008279-8;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;08/04/2022;;;2023.10.09
5f932f7b928571000780df42;119-20-SP-SAO;1010.2020/0008279-8;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;08/11/2022;;;2023.10.09
5f933066928571000780df45;120-20-SP-NEW;1020.2020/0016000-9;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;29/06/2022;;;2023.10.09
5f933cc04e44680008ecfe6f;121-20-SP-SAO;1020.2020/0014303-1;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;31/08/2022;;;2023.10.09
5f9354cdab72b200083256d1;123-20-SP-SAO;1010.2020/0008275-5;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;13/01/2021;;;2023.10.09
5f96cddb65c0880007ba3a66;125-20-SP-NEW;1010.2020/0008689-0;Certificado de Acessibilidade;Despacho indeferido;07/12/2022;;;2023.10.09
5f96d3491db5380008457f24;126-20-SP-NEW;1010.2020/0008620-3;Certificado de Acessibilidade;Despacho indeferido;17/08/2022;;;2023.10.09
5f96e4e8d4f68f0008562679;127-20-SP-SAO;1010.2020/0008311-5;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho indeferido;12/04/2021;;;2023.10.09
5f96e4e8d4f68f0008562679;127-20-SP-SAO;1010.2020/0008311-5;Alvará de Aprovação de Edificação Nova (HIS/ HMP);Despacho deferido;03/02/2022;;;2023.10.09
5f9711fffe40e800098e8853;128-20-SP-SAO;1010.2020/0008248-8;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;29/09/2022;;;2023.10.09
5f9711fffe40e800098e8853;128-20-SP-SAO;1010.2020/0008248-8;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;21/03/2023;;;2023.10.09
5f971d3c7a45b70008ea05e4;129-20-SP-NEW;1020.2020/0014480-1;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;24/06/2022;;;2023.10.09
5f971ecb7a45b70008ea05e7;130-20-SP-SAO;1010.2020/0008307-7;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;11/06/2021;;;2023.10.09
5f972a1450335a000855efc5;131-20-SP-SAO;1010.2020/0008304-2;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;08/04/2021;;;2023.10.09
5f9737c4c6dd270008f2cbd9;132-20-SP-SAO;1010.2020/0008637-8;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;20/12/2022;;;2023.10.09
5f973954c6dd270008f2cbdc;133-20-SP-SAO;1010.2020/0008244-5;Alvará de Execução de Edificação Nova (HIS/ HMP);Despacho deferido;04/01/2021;;;2023.10.09
5f9739d2c6dd270008f2cbdf;134-20-SP-NEW;1020.2020/0016006-8;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;29/06/2022;;;2023.10.09
5f9743e2834af80008599aa3;136-20-SP-NEW;1020.2020/0016002-5;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;16/04/2021;;;2023.10.09
5f9743e2834af80008599aa3;136-20-SP-NEW;1020.2020/0016002-5;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;16/04/2021;;;2023.10.09
5f9743e2834af80008599aa3;136-20-SP-NEW;1020.2020/0016002-5;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;16/04/2021;;;2023.10.09
5f9743e2834af80008599aa3;136-20-SP-NEW;1020.2020/0016002-5;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;14/05/2021;;;2023.10.09
5f9743e2834af80008599aa3;136-20-SP-NEW;1020.2020/0016002-5;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;08/06/2022;;;2023.10.09
5f9834040663110008f8abb2;138-20-SP-NEW;1010.2020/0008278-0;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho indeferido;03/12/2020;;;2023.10.09
5f985c4b0170cb000844fb18;139-20-SP-NEW;1020.2020/0016004-1;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;19/05/2022;;;2023.10.09
5f985e3f0170cb000844fb1b;140-20-SP-SAO;1010.2020/0008450-2;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;15/02/2021;;;2023.10.09
5f985e750170cb000844fb1e;141-20-SP-NEW;1020.2020/0014938-2;Certificado de Segurança;Despacho indeferido;23/09/2021;;;2023.10.09
5f9869da0c851c000810a85b;142-20-SP-SAO;1010.2020/0008276-3;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;13/06/2022;;;2023.10.09
5f9873ab0b87ad00087e2839;143-20-SP-SAO;1010.2020/0008453-7;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;02/06/2021;;;2023.10.09
5f987f6e72237b0009a86ab8;144-20-SP-SAO;1010.2020/0008310-7;Alvará de Aprovação e Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;14/01/2022;;;2023.10.09
5f9882926e8bd00007761843;145-20-SP-SAO;1010.2020/0008273-9;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho deferido;09/02/2022;;;2023.10.09
5f9883b66e8bd00007761846;146-20-SP-SAO;1010.2020/0008314-0;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho indeferido;05/10/2021;;;2023.10.09
5f98b2163ed6400008321b42;149-20-SP-SAO;1020.2020/0014937-4;Alvará de Execução de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;24/02/2021;;;2023.10.09
5f98bfe0ed73690008373c64;150-20-SP-NEW;1010.2020/0008657-2;Alvará de Execução para instalação de Estação Rádio-Base;Despacho deferido;02/03/2021;;;2023.10.09
5f98c16ded73690008373c67;151-20-SP-NEW;1010.2020/0008446-4;Certificado de Acessibilidade;Despacho deferido;08/08/2022;;;2023.10.09
5f99738d11924f00096a6f8c;153-20-SP-NEW;1020.2020/0014494-1;Alvará de Execução para instalação de Estação Rádio-Base;Despacho indeferido;19/05/2022;;;2023.10.09
5f99820c5007bf0008d2090a;154-20-SP-SAO;1010.2020/0008315-8;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;03/06/2021;;;2023.10.09
5f99822e5007bf0008d2090d;155-20-SP-SAO;1010.2020/0008360-3;Alvará de Aprovação de Edificação Nova (Exceto HIS/ HMP);Despacho deferido;20/01/2022;;;2023.10.09
5f9985bd5007bf0008d20913;157-20-SP-SAO;1010.2020/0008357-3;Alvará de Aprovação e Execução de Reforma (Exceto HIS e HMP);Despacho indeferido;17/01/2023;;;2023.10.09
5f99a98c14c8a9000966f302;159-20-SP-SAO;1020.2020/0014308-2;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;27/09/2023;;;2023.10.09
5f99ac1e14c8a9000966f305;160-20-SP-SAO;1010.2020/0008277-1;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;24/06/2021;;;2023.10.09
5f99b3954a5f2b0008dec0a1;161-20-SP-SAO;1010.2020/0008309-3;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho indeferido;12/05/2021;;;2023.10.09
5f99b3954a5f2b0008dec0a1;161-20-SP-SAO;1010.2020/0008309-3;Alvará de Aprovação e Execução de Edificação Nova (HIS/ HMP);Despacho deferido;24/09/2021;;;2023.10.09
5f99b75dc00a4600082494cb;162-20-SP-NEW;1020.2020/0014220-5;Cadastro de tanque de armazenagem, bomba, filtro de combustível e equipamentos afins;Despacho deferido;25/06/2021;;;2023.10.09
